date,rainfall_mm,lga,temp_celsius
2021-01-01,0.0,Ilorin_West,27.89405466715499
2021-01-02,0.0,Ilorin_West,28.344206746419275
2021-01-03,0.0,Ilorin_West,28.468466695149743
2021-01-04,0.0,Ilorin_West,29.17333819071456
2021-01-05,0.0,Ilorin_West,28.56958414713546
2021-01-06,0.0,Ilorin_West,28.95464413960775
2021-01-07,0.0,Ilorin_West,28.761403656005882
2021-01-08,0.0,Ilorin_West,28.59743461608889
2021-01-09,0.0,Ilorin_West,27.99382870992025
2021-01-10,0.0,Ilorin_West,27.63875796000167
2021-01-11,0.0,Ilorin_West,27.978863652547204
2021-01-12,0.0,Ilorin_West,27.891236241658532
2021-01-13,0.0,Ilorin_West,27.518311436971032
2021-01-14,0.0,Ilorin_West,27.270959472656273
2021-01-15,0.0,Ilorin_West,27.264194742838583
2021-01-16,0.0,Ilorin_West,27.233128484090173
2021-01-17,0.0,Ilorin_West,27.45738245646163
2021-01-18,0.0,Ilorin_West,27.79048309326174
2021-01-19,0.0,Ilorin_West,27.738238271077478
2021-01-20,0.0,Ilorin_West,27.027322387695335
2021-01-21,0.0,Ilorin_West,27.055069859822595
2021-01-22,0.0,Ilorin_West,26.34532953898116
2021-01-23,0.0,Ilorin_West,26.732341384887718
2021-01-24,0.0,Ilorin_West,27.790240859985374
2021-01-25,0.0,Ilorin_West,27.005766169230185
2021-01-26,0.0,Ilorin_West,27.55544560750326
2021-01-27,0.0,Ilorin_West,27.658064142862997
2021-01-28,0.0,Ilorin_West,27.803565597534202
2021-01-29,0.0,Ilorin_West,28.470309829711937
2021-01-30,0.0,Ilorin_West,28.32916412353518
2021-01-31,0.0,Ilorin_West,27.832627868652366
2021-02-01,0.0,Ilorin_West,28.1127919514974
2021-02-02,0.0,Ilorin_West,28.535061772664392
2021-02-03,0.0,Ilorin_West,28.950060780843103
2021-02-04,0.0,Ilorin_West,29.073725001017294
2021-02-05,0.0,Ilorin_West,28.665928141276083
2021-02-06,0.0,Ilorin_West,29.014693832397484
2021-02-07,0.0,Ilorin_West,29.110312398274743
2021-02-08,0.0,Ilorin_West,29.034293746948265
2021-02-09,0.0,Ilorin_West,28.658281580607138
2021-02-10,0.0,Ilorin_West,29.27067591349288
2021-02-11,0.0,Ilorin_West,29.994225438435876
2021-02-12,0.0,Ilorin_West,29.768289184570335
2021-02-13,0.0,Ilorin_West,29.49441045125326
2021-02-14,0.0,Ilorin_West,29.83981285095217
2021-02-15,0.0,Ilorin_West,30.225043869018577
2021-02-16,0.0,Ilorin_West,30.16800778706869
2021-02-17,0.0,Ilorin_West,28.90313301086428
2021-02-18,0.0,Ilorin_West,26.889568583170615
2021-02-19,0.0,Ilorin_West,25.045418675740564
2021-02-20,0.0,Ilorin_West,25.608577982584677
2021-02-21,0.0,Ilorin_West,26.957278823852562
2021-02-22,0.0,Ilorin_West,27.369339879353845
2021-02-23,0.0,Ilorin_West,27.87455012003585
2021-02-24,0.0,Ilorin_West,29.168763097127282
2021-02-25,0.0,Ilorin_West,29.623049672444665
2021-02-26,0.0,Ilorin_West,29.79921684265139
2021-02-27,0.0,Ilorin_West,29.370594278971396
2021-02-28,0.0,Ilorin_West,29.804406738281273
2021-03-01,0.0,Ilorin_West,30.111187235514365
2021-03-02,0.0,Ilorin_West,29.93315213521322
2021-03-03,0.0,Ilorin_West,30.076708094279013
2021-03-04,0.0,Ilorin_West,29.93728408813479
2021-03-05,0.0,Ilorin_West,30.47994956970217
2021-03-06,0.0,Ilorin_West,30.930122629801474
2021-03-07,1.8531641960144043,Ilorin_West,30.992067591349326
2021-03-08,0.0,Ilorin_West,30.92729975382491
2021-03-09,0.0,Ilorin_West,30.336925125122093
2021-03-10,3.7063283920288086,Ilorin_West,29.91410153706869
2021-03-11,2.6692779064178467,Ilorin_West,29.15376752217611
2021-03-12,5.338555812835693,Ilorin_West,28.88506215413412
2021-03-13,5.338555812835693,Ilorin_West,28.379703140258812
2021-03-14,2.6692779064178467,Ilorin_West,28.94716351826986
2021-03-15,0.0,Ilorin_West,29.418504969279013
2021-03-16,6.63115930557251,Ilorin_West,28.840957895914755
2021-03-17,0.0,Ilorin_West,27.942390696207724
2021-03-18,13.26231861114502,Ilorin_West,27.67881800333663
2021-03-19,0.0,Ilorin_West,27.607474899292015
2021-03-20,6.63115930557251,Ilorin_West,27.796097056071005
2021-03-21,3.0794668197631836,Ilorin_West,28.18846791585287
2021-03-22,0.0,Ilorin_West,28.744202550252282
2021-03-23,3.0794668197631836,Ilorin_West,28.82125816345217
2021-03-24,3.0794668197631836,Ilorin_West,28.433537419637048
2021-03-25,0.0,Ilorin_West,28.504174168904626
2021-03-26,0.0,Ilorin_West,29.65846977233889
2021-03-27,0.0,Ilorin_West,29.42474772135421
2021-03-28,0.0,Ilorin_West,29.342648442586267
2021-03-29,0.0,Ilorin_West,29.539850489298544
2021-03-30,0.0,Ilorin_West,30.10788497924807
2021-03-31,0.0,Ilorin_West,30.213335291544638
2021-04-01,0.0,Ilorin_West,30.4549550374349
2021-04-02,0.0,Ilorin_West,30.347261047363304
2021-04-03,0.0,Ilorin_West,30.584809239705407
2021-04-04,0.0,Ilorin_West,30.75430831909182
2021-04-05,0.0,Ilorin_West,30.774627939860068
2021-04-06,4.015750885009766,Ilorin_West,30.995687103271507
2021-04-07,0.0,Ilorin_West,31.19321212768557
2021-04-08,8.031501770019531,Ilorin_West,31.425487136840843
2021-04-09,12.047252655029297,Ilorin_West,29.884751892089866
2021-04-10,4.015750885009766,Ilorin_West,30.574003473917685
2021-04-11,13.24381160736084,Ilorin_West,29.41362597147628
2021-04-12,0.0,Ilorin_West,30.286332066853845
2021-04-13,13.24381160736084,Ilorin_West,29.485535558064782
2021-04-14,0.0,Ilorin_West,30.142736689249716
2021-04-15,13.24381160736084,Ilorin_West,29.809530512491904
2021-04-16,4.094638347625732,Ilorin_West,29.529031372070335
2021-04-17,0.0,Ilorin_West,28.69851137797042
2021-04-18,8.189276695251465,Ilorin_West,29.644623692830407
2021-04-19,0.0,Ilorin_West,29.96448987325033
2021-04-20,0.0,Ilorin_West,29.817215220133505
2021-04-21,2.308533191680908,Ilorin_West,30.076470947265648
2021-04-22,9.234132766723633,Ilorin_West,29.035899098714196
2021-04-23,2.308533191680908,Ilorin_West,29.84458249409994
2021-04-24,4.617066383361816,Ilorin_West,29.318421300252282
